,Year,Month,Employment to population ratio (%),Employment to population ratioMales (%),Employment to population ratioFemales (%),Unemployment rate (%),Unemployment rate looked for full-time work (%),Unemployment rate looked for full-time workMales (%),Unemployment rate looked for full-time workFemales (%),Unemployment rate looked for only part-time work (%),Unemployment rate looked for only part-time workMales (%),Unemployment rate looked for only part-time workFemales (%),Participation rate (%),Employed total (000),Employed totalMales (000),Employed totalFemales (000),Employed full-time (000),Employed full-timeMales (000),Employed full-timeFemales (000),Employed part-time (000),Employed part-timeMales (000),Employed part-timeFemales (000),Unemployed total (000),Unemployed totalMales (000),Unemployed totalFemales (000),Unemployed looked for full-time work (000),Unemployed looked for full-time workMales (000),Unemployed looked for full-time workFemales (000),Unemployed looked for only part-time work (000),Unemployed looked for only part-time workMales (000),Unemployed looked for only part-time workFemales (000),Unemployment rateMales (000),Unemployment rateFemales (000),Labour force total (000),Labour force totalMales (000),Labour force totalFemales (000),Participation rateMales (000),Participation rateFemales (000),Not in the labour force (000),Employed total growth (000),Full-time employed growth (000),Part-time employed growth (000)
1979-01-01,1979,1,56.8646516,74.2000083,40.0235951,6.3715263,6.3554325,5.3468543,8.8704459,6.4600174,6.9794608,6.320043,60.7343571,6052.5445188,3891.7274245,2160.8170943,5122.045019,3695.3075392,1426.7374798,930.4994999,196.4198853,734.0796146,411.8826756,223.4816009,188.4010747,347.6209262,208.7439429,138.8769832,64.2617495,14.737658,49.5240915,5.4306257,8.0197351,6464.4271944,4115.2090254,2349.218169,78.4609276,43.5132418,4179.345956530416,-0.7463542999994388,9.221559700000398,-9.96791399999995
1979-02-01,1979,2,56.8783026,74.2588619,39.9943081,6.2575939,6.2284053,5.2812048,8.6038516,6.4175678,6.0629445,6.511646,60.6751042,6063.629648,3900.8967067,2162.7329413,5129.58215,3704.3148818,1425.2672682,934.0474979,196.5818249,737.4656731,404.7659258,219.2281784,185.5377474,340.7120968,206.5402707,134.1718261,64.053829,12.6879077,51.3659213,5.320911,7.9010375,6468.3955737,4120.1248851,2348.2706886,78.4321677,43.4253623,4192.312238813325,11.085129199999756,7.537131000000045,3.547998000000007
1979-03-01,1979,3,56.704253,74.16133,39.7469036,6.3036279,6.3037738,5.2817107,8.8695374,6.3028252,7.2119439,6.0543401,60.5191554,6055.9365099,3902.659155,2153.2773549,5124.5024682,3704.6624058,1419.8400624,931.4340417,197.9967492,733.4372924,407.4263445,221.9698192,185.4565253,344.7706037,206.5805385,138.1900652,62.6557409,15.3892807,47.2664601,5.3815706,7.9297832,6463.3628544,4124.6289742,2338.7338802,78.3793712,43.1702074,4216.500094249148,-7.693138100000397,-5.079681799999889,-2.613456200000087
1979-04-01,1979,4,56.7219668,74.2238129,39.7232476,6.4990458,6.4781397,5.4323502,9.12551,6.6123643,7.3160542,6.4236391,60.664586,6064.7501203,3910.1631534,2154.586967,5121.2849598,3712.1454513,1409.1395084,943.4651605,198.017702,745.4474585,421.5474479,228.8713506,192.6760974,354.7448644,213.240723,141.5041414,66.8025835,15.6306276,51.1719559,5.5295831,8.208543,6486.2975682,4139.0345039,2347.2630643,78.5683131,43.2755388,4205.768422656674,8.81361040000047,-3.2175084000000425,12.031118800000058
1979-05-01,1979,5,56.6993574,74.3042495,39.6026791,6.2043608,6.2554687,5.1986246,8.9340449,5.9285142,5.7531349,5.9772929,60.4498864,6070.4900711,3919.4206709,2151.0694002,5118.7902647,3711.9366566,1406.8536081,951.6998064,207.4840143,744.2157921,401.5486321,216.217029,185.331603,341.5712033,203.5515306,138.0196726,59.9774288,12.6654984,47.3119304,5.2281424,7.9323542,6472.0387032,4135.6376999,2336.4010033,78.4032849,43.0147624,4234.414341846583,5.7399507999998605,-2.494695100000172,8.234645900000032
1979-06-01,1979,6,56.8736383,74.3320273,39.9156562,6.2519974,6.2038637,5.1397909,8.877528,6.5132582,6.829507,6.4281559,60.6665067,6099.3315158,3927.8627276,2171.4687882,5153.079264,3727.8984942,1425.1807698,946.2522518,199.9642334,746.2880184,406.760717,216.6455595,190.1151575,340.8349492,201.9879455,138.8470036,65.9257679,14.657614,51.2681539,5.2272922,8.0503239,6506.0922328,4144.5082871,2361.5839457,78.4318915,43.4103283,4218.26390158741,28.841444699999556,34.28899929999989,-5.447554600000103
1979-07-01,1979,7,56.792559,74.2987829,39.7909867,6.2740648,6.2045193,5.0377265,9.1392555,6.6495694,6.7771089,6.6153457,60.5942836,6097.47168,3930.175254,2167.2964259,5148.4709077,3729.6728866,1418.7980211,949.0007723,200.5023674,748.4984048,408.1680516,212.4343814,195.7336702,340.5685086,197.8582793,142.7102293,67.599543,14.5761021,53.0234409,5.1280328,8.2831645,6505.6397316,4142.6096355,2363.0300961,78.3147911,43.3846049,4230.752127647926,-1.859835799999928,-4.608356300000196,2.7485205000000406
1979-08-01,1979,8,56.879075,74.4844588,39.784142,6.1187605,6.0160552,4.8667685,8.9108682,6.6746671,6.6928596,6.6697673,60.5861995,6114.8753435,3944.8883231,2169.9870204,5166.9557727,3743.7943672,1423.1614054,947.9195708,201.0939559,746.8256149,398.5403018,205.9471127,192.5931892,330.744695,191.522776,139.2219189,67.7956069,14.4243366,53.3712702,4.9615822,8.1518159,6513.4156453,4150.8354358,2362.5802095,78.3729996,43.3151101,4237.2432490576175,17.40366350000022,18.484865000000354,-1.0812015000000201
1979-09-01,1979,9,56.815493,74.3473515,39.7940645,6.2344042,6.131368,4.8457314,9.3470345,6.7873851,7.7059603,6.5330615,60.5931125,6117.2774918,3943.333797,2173.9436948,5162.1442135,3738.2699836,1423.8742299,955.1332784,205.0638134,750.0694649,406.7331942,207.4929207,199.2402735,337.1840523,190.3714075,146.8126448,69.5491419,17.1215131,52.4276287,4.9988336,8.3954837,6524.0106861,4150.8267177,2373.1839684,78.2594092,43.44116,4242.907230684685,2.4021482999996806,-4.811559200000374,7.213707600000021
1979-10-01,1979,10,57.0625961,74.3411453,40.2915881,6.3846989,6.2431015,4.8638177,9.6538373,7.1376677,8.341786,6.8167726,60.9543477,6152.0303429,3947.6977006,2204.3326423,5186.0819522,3747.0772422,1439.0047101,965.9483907,200.6204585,765.3279322,419.5773654,209.8269573,209.7504081,345.3317754,191.5685509,153.7632245,74.2455901,18.2584065,55.9871836,5.0469203,8.6886161,6571.6077084,4157.524658,2414.0830504,78.2925057,44.1254818,4209.588311847133,34.75285110000004,23.93773870000041,10.81511230000001
1979-11-01,1979,11,57.2396728,74.4703077,40.5188202,6.0461726,5.8998791,4.7163216,8.8201852,6.8217053,6.7980797,6.8281167,60.9231943,6180.4982222,3960.1269075,2220.3713148,5207.751172,3752.4422462,1455.3089257,972.7470502,207.6846612,765.062389,397.7311017,200.8855739,196.8455278,326.5150124,185.737207,140.7778054,71.2160893,15.148367,56.0677223,4.8278051,8.1434782,6578.2293239,4161.0124814,2417.2168426,78.2479671,44.1109889,4219.348510754017,28.467879300000277,21.669219800000064,6.798659499999985
1979-12-01,1979,12,57.1741686,74.3842413,40.4769369,6.1211951,6.0129609,4.8694489,8.8340939,6.696957,7.3076868,6.5289605,60.9021053,6184.0382503,3961.9086346,2222.1296157,5211.489001,3753.4715698,1458.0174311,972.5492493,208.4370648,764.1121846,403.2188619,208.5617876,194.6570743,333.4127733,192.1290033,141.28377,69.8060885,16.4327843,53.3733043,5.0009176,8.0543755,6587.2571122,4170.4704222,2416.78669,78.2999576,44.0226896,4228.88311768463,3.5400281000001996,3.7378289999996923,-0.19780089999994743
1980-01-01,1980,1,57.2977578,74.3438872,40.7602981,6.1471559,6.1221108,5.1343773,8.5562504,6.2792872,6.5618113,6.2008497,61.0506355,6204.8057135,3964.4004496,2240.4052639,5217.501023,3750.5042956,1466.9967274,987.3046906,213.896154,773.4085366,406.4011954,218.0082889,188.3929066,340.2517868,202.9871693,137.2646174,66.1494087,15.0211195,51.1282891,5.2125056,7.7566308,6611.206909,4182.4087385,2428.7981705,78.4321683,44.1877811,4217.8481120570705,20.76746319999984,6.012021999999888,14.755441299999916
1980-02-01,1980,2,57.376036,74.27812,40.9789753,5.9992135,6.0134634,4.9199252,8.6617677,5.9228562,6.7716588,5.684639,61.0378255,6221.941618,3966.3334327,2255.6081852,5242.6137499,3753.6529356,1488.9608144,979.3278681,212.6804972,766.6473709,397.0898266,209.6811258,187.4087008,335.4338504,194.2330363,141.2008141,61.6559762,15.4480894,46.2078868,5.0210823,7.6711996,6619.0314446,4176.0145585,2443.0168861,78.2048499,44.3837406,4225.115427244248,17.135904499999924,25.11272689999987,-7.976822499999912
1980-03-01,1980,3,57.3907979,74.1687426,41.113406,5.9370665,5.907956,4.9586138,8.2117385,6.0928113,6.3046216,6.0352319,61.0131917,6233.2277858,3966.7505171,2266.4772687,5253.2611463,3757.7649113,1495.496235,979.9666396,208.9856058,770.9810337,393.4290238,210.1169706,183.3120533,329.8476103,196.0546423,133.792968,63.5814136,14.0623283,49.5190853,5.0304917,7.4827681,6626.6568097,4176.8674877,2449.789322,78.0974271,44.4386469,4234.366233125016,11.28616779999993,10.647396400000616,0.6387714999999616
1980-04-01,1980,4,57.4344057,74.2334413,41.1397461,6.1156829,6.1555031,5.0860989,8.7470644,5.9025514,6.490708,5.7433345,61.1757186,6246.3602465,3975.1591446,2271.2011019,5260.8127038,3766.5151065,1494.2975973,985.5475426,208.6440381,776.9035045,406.8917964,216.3166622,190.5751342,345.0703008,201.8341707,143.2361301,61.8214957,14.4824916,47.3390041,5.1608711,7.741367,6653.2520429,4191.4758068,2461.776236,78.2730104,44.5917577,4222.389788792354,13.132460700000593,7.551557499999944,5.580903000000035
1980-05-01,1980,5,57.5481906,74.4500027,41.1556151,6.2466479,6.1665249,5.1631809,8.5990718,6.6848487,8.5118143,6.2026878,61.3825419,6268.1633314,3992.5421697,2275.6211616,5303.7527901,3795.1094858,1508.6433043,964.4105413,197.4326839,766.9778573,417.638503,224.9849495,192.6535535,348.5507024,206.6163445,141.9343579,69.0878006,18.368605,50.7191956,5.3345229,7.8051909,6685.8018344,4217.5271193,2468.2747151,78.6453572,44.6398398,4206.2232063551155,21.803084899999703,42.940086300000075,-21.137001300000065
1980-06-01,1980,6,57.5210322,74.1983024,41.3490876,6.3236197,6.2929869,5.0872793,9.2027786,6.4863425,7.9683997,6.1001693,61.4039869,6275.3743736,3985.1455761,2290.2287975,5282.9106398,3783.249278,1499.6613618,992.4637338,201.8962981,790.5674357,423.6188571,220.2613126,203.3575446,354.7790758,202.7804648,151.998611,68.8397813,17.4808477,51.3589336,5.2375744,8.1552237,6698.9932307,4205.4068887,2493.586342,78.2992857,45.0206199,4210.710794886652,7.211042199999611,-20.842150299999957,28.053192500000023
1980-07-01,1980,7,57.7310376,74.3306379,41.6361414,6.077332,6.0900691,4.9705707,8.801908,6.0106365,7.5333423,5.6156098,61.4665649,6306.5979348,3997.3039109,2309.2940239,5294.6111571,3792.2256126,1502.3855445,1011.9867777,205.0782984,806.9084793,408.0728352,215.0625248,193.0103104,343.3561013,198.3546102,145.0014911,64.7167339,16.7079146,48.0088193,5.1055037,7.7133028,6714.67077,4212.3664357,2502.3043342,78.3297671,45.1160814,4209.43208319198,31.223561200000404,11.700517299999774,19.523043899999948
1980-08-01,1980,8,57.7269855,74.4222097,41.5411106,6.1776869,6.1834764,5.0270944,8.9845756,6.1472125,7.5783729,5.7740362,61.5279922,6315.7552951,4008.1025928,2307.6527023,5307.1262964,3802.6770831,1504.4492133,1008.6289987,205.4255097,803.203489,415.8579912,218.1272918,197.7306994,349.794351,201.2828458,148.5115052,66.0636402,16.844446,49.2191942,5.1612737,7.8922332,6731.6132863,4226.2298846,2505.3834017,78.4723843,45.1005513,4209.1196152686625,9.15736029999971,12.515139299999646,-3.357778999999937
1980-09-01,1980,9,57.6483101,74.2685966,41.5369261,6.1424401,6.1671332,5.0857594,8.7919582,6.0142668,5.840105,6.0598713,61.421062,6318.0421613,4006.5063383,2311.535823,5296.0725715,3794.0404751,1502.0320964,1021.9695898,212.4658632,809.5037266,413.4797014,216.4726861,197.0070154,348.0825658,203.2948574,144.7877083,65.3971357,13.1778286,52.2193071,5.1260659,7.8534443,6731.5218628,4222.9790244,2508.5428384,78.2813502,45.0770252,4228.1093184387755,2.286866200000077,-11.053724899999906,13.340591099999983
1980-10-01,1980,10,57.4550677,74.2592679,41.1669239,6.0558906,6.0187157,4.8298966,8.9154482,6.2502581,6.7676839,6.1140196,61.1587763,6306.9524751,4012.2311451,2294.72133,5296.4446387,3802.7807882,1493.6638504,1010.5078365,209.4503569,801.0574796,406.5631642,208.1955664,198.3675978,339.1930079,192.9916772,146.2013307,67.3701563,15.2038892,52.1662671,4.9330454,7.9566996,6713.5156394,4220.4267115,2493.0889278,78.1125979,44.7256061,4263.675281602781,-11.08968619999996,0.37206719999994675,-11.461753299999941
1980-11-01,1980,11,57.5485699,74.4257762,41.1912001,5.8513896,5.9089807,4.6399693,8.9972991,5.554192,5.9368349,5.4482454,61.1252462,6328.6283449,4028.2995508,2300.328794,5298.0912757,3805.7415225,1492.3497532,1030.5370692,222.5580284,807.9790408,393.3278458,199.2242539,194.1035919,332.7237718,185.1774135,147.5463583,60.6040739,14.0468404,46.5572335,4.7125519,7.7814734,6721.9561906,4227.5238047,2494.4323859,78.1065898,44.6669466,4275.064857963072,21.675869800000328,1.6466369999998278,20.029232699999852
1980-12-01,1980,12,57.6412035,74.640219,41.1673756,6.0520712,5.9470843,4.8319964,8.6805008,6.5942381,6.5018964,6.6193684,61.3544165,6351.5332219,4047.8122374,2303.7209845,5327.0780846,3828.4377873,1498.6402973,1024.4551373,219.3744501,805.0806872,409.162097,209.6379237,199.5241733,336.8378534,194.3825345,142.4553188,72.3242436,15.2553892,57.0688544,4.9240253,7.9706206,6760.6953189,4257.4501611,2503.2451578,78.5058678,44.7328623,4258.389703121193,22.904876999999942,28.986808900000142,-6.081931899999972
1981-01-01,1981,1,57.5971609,74.5480435,41.1693423,5.9171943,5.9581905,4.8420207,8.6998444,5.7012497,6.6743993,5.4458629,61.2196463,6356.9427483,4049.4303906,2307.5123577,5340.3331606,3840.2796278,1500.0535328,1016.6095877,209.1507627,807.4588249,399.8101999,210.3667818,189.4434181,338.3465528,195.4088744,142.9376784,61.4636471,14.9579075,46.5057397,4.9384225,7.5869753,6756.7529483,4259.7971724,2496.9557758,78.4207936,44.5492856,4280.150001431677,5.409526399999777,13.255076000000372,-7.845549599999913
1981-02-01,1981,2,57.6371716,74.5568655,41.238964,5.6170805,5.6396933,4.5591145,8.3004979,5.4987469,7.398941,4.9970494,61.0673752,6372.9270648,4057.3518265,2315.5752383,5349.1996475,3847.8194081,1501.3802394,1023.7274173,209.5324184,814.1949989,379.2767214,200.5483408,178.7283806,319.7090675,183.8064373,135.9026302,59.5676539,16.7419035,42.8257504,4.7100292,7.1654621,6752.2037862,4257.9001673,2494.3036189,78.2420908,44.422006,4304.770193909759,15.984316500000205,8.866486899999472,7.117829599999936
1981-03-01,1981,3,57.5571404,74.6315053,41.0083102,5.7465527,5.6634747,4.5712645,8.3844773,6.1723196,6.9160447,5.9759698,61.0663503,6376.9347144,4069.7082976,2307.2264168,5340.4898667,3854.9460595,1485.5438072,1036.4448477,214.7622381,821.6826096,388.7962953,200.6177488,188.1785465,320.6152555,184.6611296,135.954126,68.1810398,15.9566193,52.2244205,4.6979492,7.5410023,6765.7310097,4270.3260464,2495.4049633,78.3104925,44.3529686,4313.580225476274,4.00764960000015,-8.709780799999862,12.717430400000126
1981-04-01,1981,4,57.7283826,74.5738685,41.4026363,5.5555073,5.4668963,4.4141695,8.0447469,6.0179729,7.3322736,5.6741536,61.1241385,6404.1610657,4071.6549493,2332.5061164,5379.4385453,3862.1452053,1517.29334,1024.7225203,209.509744,815.2127764,376.7118917,194.9318265,181.7800652,311.0955977,178.3545043,132.7410934,65.616294,16.5773222,49.0389719,4.5688002,7.2298876,6780.8729574,4266.5867758,2514.2861816,78.1441171,44.6292834,4312.736087740162,27.226351299999806,38.948678600000676,-11.72232740000004
1981-05-01,1981,5,57.6528525,74.4897545,41.3365521,5.5894209,5.5178908,4.4646031,8.1051711,5.9560395,7.1838323,5.6244023,61.0660935,6405.338029,4072.9962032,2332.3418258,5363.6927889,3854.3661262,1509.3266627,1041.6452401,218.630077,823.0151631,379.2173587,197.0456108,182.1717479,313.2473576,180.1239704,133.1233873,65.9700011,16.9216405,49.0483607,4.6146061,7.2448107,6784.5553877,4270.041814,2514.5135737,78.0934601,44.5652177,4325.628674917334,1.1769632999994428,-15.745756400000573,16.922719799999868
1981-06-01,1981,6,57.7001031,74.4357413,41.4853809,5.3745324,5.3424065,4.3839317,7.6840855,5.5403704,5.7990226,5.470948,60.9773506,6420.8427185,4076.1138283,2344.7288902,5380.6834187,3856.6128787,1524.07054,1040.1592998,219.5009496,820.6583502,364.690692,190.3355799,174.3551121,303.6819006,176.8230771,126.8588235,61.0087914,13.5125028,47.4962887,4.4612173,6.9213695,6785.5334105,4266.4494082,2519.0840023,77.9115446,44.5702528,4342.423681325501,15.504689500000495,16.990629800000534,-1.485940299999811
1981-07-01,1981,7,57.5813647,74.3731878,41.3108235,5.8279824,5.8238076,4.6714458,8.6297049,5.8496881,6.8917033,5.5694435,61.1448774,6418.4288859,4079.7285596,2338.7003263,5383.3100236,3862.7697211,1520.5403025,1035.1188622,216.9588385,818.1600238,397.2144969,205.3486532,191.8658437,332.9011412,189.2897627,143.6113784,64.3133557,16.0588904,48.2544653,4.7921809,7.5819335,6815.6433828,4285.0772127,2530.56617,78.1166804,44.6999435,4331.068611097956,-2.4138326000002053,2.62660489999962,-5.040437600000132
1981-08-01,1981,8,57.6294832,74.3333898,41.4428217,5.8466756,5.8756086,4.7644336,8.5740367,5.6964987,5.8340725,5.659755,61.2081236,6434.6078619,4084.5781323,2350.0297296,5393.5170448,3865.4509389,1528.0661059,1041.0908171,219.1271934,821.9636237,399.5723436,206.9563989,192.6159447,336.6841966,193.3803214,143.3038752,62.888147,13.5760775,49.3120695,4.8224335,7.5754143,6834.1802055,4291.5345311,2542.6456743,78.0996957,44.8396078,4331.298824966471,16.178976000000148,10.207021199999872,5.971954900000128
1981-09-01,1981,9,57.756042,74.1873632,41.8322062,5.813301,5.9029889,4.8751121,8.3807726,5.3475515,6.5569778,5.0265186,61.3208049,6459.5703916,4083.5730216,2375.9973701,5411.369462,3866.5092855,1544.8601765,1048.2009296,217.063736,831.1371936,398.6914019,213.3885914,185.3028105,339.471503,198.157041,141.314462,59.2198989,15.2315504,43.9883485,4.9660344,7.2347166,6858.2617935,4296.9616129,2561.3001806,78.0640508,45.0946784,4325.971363067714,24.962529700000232,17.852417199999763,7.110112500000014
1981-10-01,1981,10,57.386056,73.641723,41.633349,5.8730514,5.8538968,4.9217889,8.0947408,5.9722631,6.4685685,5.8410533,60.9666592,6429.8803425,4060.8040786,2369.0762638,5390.4632375,3844.6151803,1545.8480573,1039.4171049,216.1888984,823.2282066,401.1924137,213.9706194,187.2217942,335.1728265,199.0191462,136.1536803,66.0195872,14.9514733,51.0681139,5.0054245,7.3239423,6831.0727561,4274.7746981,2556.2980581,77.5220296,44.9235218,4373.531277870095,-29.69004910000058,-20.906224499999553,-8.783824700000196
1981-11-01,1981,11,57.1674288,73.5291549,41.3128528,5.9962108,5.9511221,4.9444326,8.3915652,6.2312488,7.9619715,5.7846744,60.8139622,6417.0009778,4061.8320721,2355.1689057,5386.7135193,3854.4153764,1532.2981429,1030.2874585,207.4166957,822.8707628,409.3206353,218.4352499,190.8853854,340.8545695,200.4921687,140.3624008,68.4660658,17.9430812,50.5229846,5.1033086,7.4973022,6826.3216131,4280.267322,2546.0542911,77.4833704,44.661241,4398.603332014002,-12.879364699999314,-3.7497181999997338,-9.129646399999956
1981-12-01,1981,12,57.1808852,73.4908311,41.3773852,6.0280363,5.9406686,4.8510336,8.5466554,6.4908075,9.0477249,5.8216013,60.8488777,6430.1472183,4066.9569153,2363.190303,5414.0020006,3861.9379754,1552.0640252,1016.1452177,205.0189399,811.1262778,412.4758009,217.2901847,195.1856161,341.9415275,196.8953682,145.0461593,70.5342734,20.3948165,50.1394569,5.0718406,7.6292782,6842.6230192,4284.2471001,2558.3759191,77.4173139,44.7949138,4402.650974078597,13.146240499999294,27.288481300000058,-14.142240799999968
1982-01-01,1982,1,57.4109986,73.8782487,41.4529368,5.9833119,5.8784045,4.8698399,8.3128893,6.5307885,7.1867171,6.3592226,61.0646895,6467.932796,4096.2171344,2371.7156616,5433.9055639,3883.334895,1550.5706689,1034.0272321,212.8822393,821.1449928,411.6254269,215.2769931,196.3484339,339.3768962,198.7930979,140.5837983,72.2485307,16.4838952,55.7646355,4.9930949,7.6457762,6879.5582229,4311.4941274,2568.0640955,77.7609255,44.8847222,4386.458650730382,37.78557770000043,19.903563299999405,17.882014400000003
1982-02-01,1982,2,57.1543083,73.5820292,41.2306241,6.308949,6.2920855,5.2339535,8.8510848,6.3973214,6.9793126,6.2463542,61.0029535,6450.5146758,4087.592206,2362.9224699,5417.8277602,3876.212506,1541.6152542,1032.6869156,211.3796999,821.3072157,434.36345,229.9439799,204.4194701,363.7839511,214.0842282,149.6997229,70.5794989,15.8597516,54.7197472,5.3258148,7.9623001,6884.8781258,4317.5361858,2567.34194,77.7213229,44.7975386,4401.260873683033,-17.418120199999976,-16.077803700000004,-1.3403164999999717
1982-03-01,1982,3,56.9881941,73.3474378,41.1285193,6.3235003,6.2800075,5.2288589,8.8376162,6.5488579,8.6644771,5.9989325,60.835102,6443.5394415,4082.3277044,2361.2117371,5403.6557463,3872.6473651,1531.0083812,1039.8836953,209.6803393,830.203356,434.962064,233.5588159,201.4032482,362.0892191,213.667645,148.4215741,72.8728449,19.8911708,52.9816741,5.411607,7.8592863,6878.5015055,4315.8865203,2562.6149853,77.5438037,44.6366407,4428.29552345871,-6.975234300000011,-14.17201389999991,7.196779699999979
1982-04-01,1982,4,56.9970066,73.3033738,41.1900993,6.3343159,6.3812475,5.3416122,8.8789685,6.0926778,7.0175654,5.8318357,60.8515351,6455.4752553,4086.6030085,2368.8722468,5402.8798502,3857.3289781,1545.5508721,1052.5954051,229.2740304,823.3213747,436.5635104,234.9744356,201.5890748,368.2714489,217.670678,150.6007709,68.2920615,17.3037576,50.9883039,5.4372376,7.8425251,6892.0387657,4321.577444,2570.4613216,77.5182239,44.6953428,4433.9512103523875,11.935813799999778,-0.7758960999999545,12.711709800000108
1982-05-01,1982,5,56.7061841,72.959654,40.9502091,6.5933852,6.5749524,5.5271724,9.094884,6.6881047,7.8198798,6.3695549,60.7089597,6433.0131757,4074.1210077,2358.892168,5386.1232178,3846.9706945,1539.1525233,1046.8899579,227.1503132,819.7396447,454.0934705,244.3383881,209.7550824,379.0579178,225.068635,153.9892828,75.0355526,19.2697531,55.7657996,5.657999,8.1659746,6887.1066462,4318.4593958,2568.6472503,77.3352836,44.5915432,4457.358289838097,-22.462079599999925,-16.756632399999944,-5.705447200000208
1982-06-01,1982,6,56.5066645,72.7126171,40.7963779,6.767517,6.6563054,5.5499367,9.3056568,7.3343985,10.0591843,6.532354,60.6083445,6420.8233881,4066.9911275,2353.8322606,5374.1697303,3835.9681548,1538.2015754,1046.6536578,231.0229727,815.6306851,466.0718048,251.24169,214.8301147,383.2301152,225.403558,157.8265571,82.8416896,25.838132,57.0035576,5.8181599,8.3635014,6886.8951929,4318.2328176,2568.6623753,77.2044982,44.5197912,4476.053671179267,-12.189787600000273,-11.953487499999937,-0.23630009999988033
1982-07-01,1982,7,56.4110243,72.5716021,40.7445627,6.8841246,6.8678935,5.9246457,9.1589916,6.9660327,8.8859749,6.417701,60.5815325,6419.8651334,4065.4002294,2354.464904,5359.0280901,3834.5967322,1524.4313579,1060.8370433,230.8034972,830.0335461,474.6253111,264.0032438,210.6220673,395.1938325,241.4939311,153.6999013,79.4314786,22.5093126,56.922166,6.0979127,8.2111082,6894.4904445,4329.4034732,2565.0869713,77.2843332,44.3894265,4486.024639861725,-0.9582546999999977,-15.141640200000438,14.183385499999986
1982-08-01,1982,8,56.2953198,72.2026944,40.8742364,7.0122356,7.007079,6.327803,8.6584857,7.0378247,8.7419519,6.5389152,60.540567,6416.5894203,4050.990567,2365.5988533,5340.716762,3811.810065,1528.906697,1075.8726583,239.180502,836.6921563,483.8769584,280.4097853,203.4671731,402.4265929,257.4977847,144.9288082,81.4503656,22.9120006,58.5383649,6.4738829,7.9198888,6900.4663787,4331.4003523,2569.0660264,77.2005688,44.3898644,4497.620425970989,-3.275713099999848,-18.311328099999628,15.035615000000007
1982-09-01,1982,9,56.0706726,72.0486569,40.5798593,7.4306217,7.5213262,6.7622446,9.374897,6.9748104,8.5424362,6.5251489,60.5715126,6400.9870179,4048.844914,2352.1421039,5333.3929594,3814.8840532,1518.5089062,1067.5940585,233.9608608,833.6331977,513.8126045,298.5343945,215.2782101,433.766907,276.6816833,157.0852237,80.0456975,21.8527111,58.1929864,6.8669967,8.3850007,6914.7996224,4347.3793084,2567.420314,77.3610367,44.2939034,4501.127313524001,-15.602402399999846,-7.323802599999908,-8.278599799999938
1982-10-01,1982,10,56.0165492,71.8830421,40.6356679,8.2956917,8.4201494,7.4845481,10.6940501,7.6916408,7.9849432,7.6052473,61.0838795,6402.9011336,4044.4044954,2358.4966383,5301.8305643,3794.6701524,1507.1604118,1101.0705694,249.734343,851.3362264,579.2148142,328.6623966,250.5524176,487.4675514,306.9907854,180.476766,91.7472628,21.6716112,70.0756516,7.5156041,9.6032084,6982.1159479,4373.0668919,2609.0490559,77.7245085,44.9525555,4448.258162342949,1.914115700000366,-31.562395099999776,33.476510899999994
1982-11-01,1982,11,55.4499212,71.1508028,40.2332434,8.6802355,9.0988986,8.2116987,11.2434109,6.5762572,6.2067378,6.6842033,60.7206135,6345.7643617,4007.5362059,2338.2281558,5268.3430168,3762.9877622,1505.3552546,1077.4213449,244.5484438,832.8729012,603.1851866,352.8328044,250.3523822,527.3436531,336.6498927,190.6937604,75.8415335,16.1829117,59.6586218,8.0918107,9.6714156,6948.9495483,4360.3690103,2588.580538,77.4150849,44.5409874,4495.186384713918,-57.136771899999985,-33.48754749999989,-23.649224500000173
1982-12-01,1982,12,54.9404742,70.2592003,40.0952976,9.4030278,9.8524713,9.0324154,11.8552592,7.2117755,7.886762,7.0203878,60.6427267,6295.6574561,3962.3216406,2333.3358155,5198.2270159,3721.6556578,1476.571358,1097.4304402,240.6659827,856.7644575,653.4240693,390.1390618,263.2850075,568.1285262,369.533171,198.5953552,85.2955431,20.6058908,64.6896523,8.9636435,10.1395246,6949.0815254,4352.4607024,2596.620823,77.1770785,44.6195031,4509.970373399267,-50.10690560000057,-70.11600090000047,20.009095300000126
1983-01-01,1983,1,54.8381608,70.0321002,40.1129376,9.3008956,9.8984155,9.133158,11.75987,6.3546674,7.7909643,5.9418791,60.4616343,6294.8297193,3956.4958023,2338.3339169,5198.9656837,3715.6081881,1483.3574956,1095.8640355,240.8876142,854.9764213,645.5141369,393.8143406,251.6997963,571.150031,373.4611637,197.6888673,74.3641059,20.3531768,54.0109291,9.0525578,9.7180124,6940.3438562,4350.3101429,2590.0337133,77.0028255,44.4307205,4538.578168572328,-0.8277367999999115,0.7386678000002576,-1.566404700000021
1983-02-01,1983,2,54.7007904,69.837133,40.032296,9.6593671,10.157051,9.3046242,12.2272564,7.2485538,8.7656208,6.8078428,60.5494877,6289.5373551,3951.9395261,2337.597829,5184.5908876,3707.2758383,1477.3150494,1104.9464675,244.6636879,860.2827796,672.4875417,403.8438228,268.6437189,586.1356382,380.337014,205.7986242,86.3519035,23.5068088,62.8450947,9.2714396,10.3077061,6962.0248968,4355.7833489,2606.2415479,76.9737034,44.6329269,4536.049094006035,-5.292364199999611,-14.374796099999912,9.082431999999926
